subject;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;19;1;4;3;4;21.5;21.5;20.76;118;1;0;0;0;0;5;0;0;0;;5;13.26;21.26;7;;0;4;0;0;0;6;0;0;6;2;3;0;;Bonus;50;16;0;13.26;;1;0;5;-2;0;1;0;0;1;0;0;0;0.1621129;0.2266566
17;1;21;1;3;3;5;11;11;10.81;83;4;10;0;0;0;10;0;0;0;;4;10.81;10.81;3;;4;0;1;1;5;1;3;0;0;1;0;0;;Bonus;65;17;1;10.81;;4;10;10;1;0;1;0;0;0;0;0;1;0.1513688;0.2173862
12;1;26;0;4;3;5;11.5;11.5;11.23;89;3;3;2;0;2;3;2;3;2;;3;11.23;11.23;2;;0;4;0;0;2;0;0;0;0;0;0;0;;Bonus;60;17;1;11.23;;3;7;10;1;0;1;0;0;0;0;1;0;0.1513688;0.2173862
7;0;23;1;8;3;5;11.5;11.5;11.5;100;2;0;0;0;0;0;0;0;0;;5;12;12;4;;2;5;0;0;1;4;0;1;4;2;0;0;;Bonus;55;17;0;12;;2;0;0;1;0;1;0;0;0;1;0;0;0.1513688;0.2173862
11;0;27;1;1;3;5;23;23;22.94;142;1;0;6;5;5;9;4;4;5;;6;14.94;22.94;6;;1;1;1;2;1;6;1;1;6;3;2;0;;Bonus;59;17;1;14.94;;1;16;22;0;0;1;0;0;1;0;0;0;0.1513688;0.2173862
21;1;27;0;8;4;1;8.5;8.5;8.47;71;4;10;5;5;0;10;5;5;4;1;6;9.97;9.97;5;0.666667;1;0;0;0;1;1;0;0;1;4;0;0;;Bonus & Cheating;93;19;1;9.97;8.47;4;20;24;1;0;0;1;0;0;0;0;1;0.0797546;0.1955985
4;0;26;1;6;4;1;10.5;10.5;9.66;73;3;0;0;0;0;0;0;0;0;1;7;11.16;11.16;7;1;0;3;0;0;0;4;0;0;3;0;0;0;;Bonus & Cheating;76;19;0;10.11;9.66;3;0;0;0;0;0;1;0;0;0;1;0;0.0797546;0.1955985
15;1;26;0;1;4;1;11;11;10.87;91;2;0;0;0;0;6;3;2;1;0;1;11.37;11.37;3;0.333333;4;6;0;0;3;0;0;0;0;0;0;0;;Bonus & Cheating;87;19;0;11.37;11.37;1;0;12;-2;0;0;1;0;0;1;0;0;0.0797546;0.1955985
5;1;24;0;2;4;1;19.5;19.5;18.71;91;1;0;0;0;0;0;0;0;0;1;7;12.21;20.21;7;1;0;6;0;0;0;6;0;0;6;0;0;0;;Bonus & Cheating;77;19;0;11.37;18.71;2;0;0;0;0;0;1;0;1;0;0;0;0.0797546;0.1955985
16;1;20;1;2;4;2;12;12;10.01;79;4;0;0;0;0;0;0;0;0;1;5;11.51;11.51;5;1;1;2;0;0;1;0;0;3;0;1;0;0;;Bonus & Cheating;88;20;0;10.53;10.01;4;0;0;0;0;0;1;0;0;0;0;1;0.0915556;0.1651769
11;0;30;0;6;4;2;10.5;10.5;10.21;90;3;0;0;0;0;4;2;2;2;1;5;12.21;12.21;5;0.666667;5;6;2;1;1;1;1;3;1;0;0;0;;Bonus & Cheating;83;20;0;11.3;10.71;3;0;10;0;0;0;1;0;0;0;1;0;0.0915556;0.1651769
17;0;24;1;6;4;2;11.5;11.5;10.99;94;2;10;0;0;0;7;1;1;0;1;4;12.49;12.49;5;1;1;4;0;1;5;4;6;0;5;0;0;0;;Bonus & Cheating;89;20;1;11.58;10.99;2;10;9;-1;0;0;1;0;0;1;0;0;0.0915556;0.1651769
20;1;30;1;11;4;2;22.5;22.5;20.84;112;1;0;0;0;0;4;0;0;0;0;3;12.84;20.84;3;0.333333;0;7;0;0;0;6;0;0;6;1;3;0;;Bonus & Cheating;92;20;0;12.84;20.84;1;0;4;0;0;0;1;0;1;0;0;0;0.0915556;0.1651769
7;0;20;1;2;4;3;11.5;11.5;9.97;71;4;0;0;0;0;0;0;0;0;0;5;9.97;9.97;5;0.666667;2;5;0;0;2;0;0;0;0;1;0;0;;Bonus & Cheating;79;21;0;9.97;9.97;4;0;0;0;0;0;1;0;0;0;0;1;0.0795569;0.2064772
10;1;27;0;10;4;3;10.5;10.5;10.18;74;3;0;0;0;0;10;3;2;1;0;4;10.18;10.18;4;0.666667;1;2;0;0;1;0;0;0;1;0;0;0;;Bonus & Cheating;82;21;0;10.18;10.18;3;0;16;0;0;0;1;0;0;0;1;0;0.0795569;0.2064772
19;0;27;1;8;4;3;12;12;11.72;96;2;5;0;0;0;4;2;2;2;0;2;11.72;11.72;1;0.333333;0;6;1;0;2;6;1;0;3;0;0;0;;Bonus & Cheating;91;21;1;11.72;11.72;1;5;10;1;0;0;1;0;0;1;0;0;0.0795569;0.2064772
14;0;20;1;3;4;3;20;20;18.21;90;1;0;0;0;0;0;0;0;0;1;4;12.21;20.21;4;0.333333;0;4;0;0;0;4;0;0;5;0;0;0;;Bonus & Cheating;86;21;0;11.3;18.71;2;0;0;0;0;0;1;0;1;0;0;0;0.0795569;0.2064772
13;0;30;1;10;4;4;9;9;8.78;54;4;0;0;0;0;0;0;0;0;0;3;8.78;8.78;3;0.333333;0;5;0;0;1;2;0;0;0;0;0;0;;Bonus & Cheating;85;22;0;8.78;8.78;4;0;0;0;0;0;1;0;0;0;0;1;0.0918803;0.2179362
6;0;22;1;6;4;4;11;11;10.8;90;3;9;1;0;0;8;2;1;1;0;5;11.3;11.3;5;0.333333;3;5;2;2;2;4;2;0;5;4;4;0;;Bonus & Cheating;78;22;1;11.3;11.3;1;10;12;0;0;0;1;0;0;0;1;0;0.0918803;0.2179362
1;0;20;1;4;4;4;10;10;9.08;83;2;9;0;5;4;7;0;3;2;1;4;11.58;11.58;4;1;0;0;0;0;0;0;0;0;0;0;0;1;;Bonus & Cheating;73;22;1;10.81;10.08;3;18;12;0;0;0;1;0;0;1;0;0;0.0918803;0.2179362
23;0;24;1;2;4;4;10;10;9.43;85;1;0;0;0;0;1;1;1;1;1;5;11.93;19.93;6;1;1;5;1;1;1;4;3;1;5;0;0;9;;Bonus & Cheating;95;22;0;10.95;18.43;2;0;4;-1;0;0;1;0;1;0;0;0;0.0918803;0.2179362
12;0;24;0;1;4;5;9.5;9.5;9.3;78;4;9;1;0;0;5;1;0;0;1;2;11.3;11.3;2;0.666667;1;4;0;0;3;1;2;2;1;1;0;0;;Bonus & Cheating;84;23;1;10.46;9.8;3;10;6;0;0;0;1;0;0;0;0;1;0.0693257;0.1725136
8;1;28;1;4;4;5;10.5;10.5;9.87;78;3;0;0;0;0;3;2;1;0;1;1;11.37;11.37;1;1;6;1;0;0;6;0;2;5;0;4;0;0;;Bonus & Cheating;80;23;0;10.46;9.87;4;0;6;0;0;0;1;0;0;0;1;0;0.0693257;0.1725136
24;1;25;1;5;4;5;11;11;11;100;2;2;0;0;0;2;0;0;0;0;5;12;12;5;0.666667;0;2;0;0;3;4;0;0;4;0;0;1;;Bonus & Cheating;96;23;1;12;12;1;2;2;0;0;0;1;0;0;1;0;0;0.0693257;0.1725136
9;0;27;0;12;4;5;10.5;10.5;10.13;95;1;0;5;4;4;9;5;3;3;1;6;12.63;20.63;6;1;0;2;0;0;0;5;0;0;6;0;2;9;;Bonus & Cheating;81;23;1;11.65;19.13;2;13;20;0;0;0;1;0;1;0;0;0;0.0693257;0.1725136
2;0;30;0;2;4;6;7;7;6.44;92;4;1;1;1;0;2;2;2;2;0;6;11.44;11.44;5;1;4;4;2;2;2;2;2;5;5;6;3;5;;Bonus & Cheating;74;24;1;11.44;11.44;3;3;8;1;0;0;1;0;0;0;0;1;0.0069444;0.1661976
3;0;21;0;4;4;6;5.5;5.5;4.71;103;3;2;0.15;0;0;1;1;0;0;1;6;12.21;12.21;2;1;5;2;1;3;3;2;2;1;3;3;0;6;;Bonus & Cheating;75;24;1;12.21;10.71;1;2.15;2;4;0;0;1;0;0;0;1;0;0.0069444;0.1661976
18;0;19;0;2;4;6;5;5;4.85;90;2;0;0;0;0;4;0;0;0;1;5;12.35;12.35;5;1;5;6;0;0;4;3;1;0;4;0;0;6;;Bonus & Cheating;90;24;0;11.3;10.85;4;0;4;0;0;0;1;0;0;1;0;0;0.0069444;0.1661976
22;0;34;0;7;4;6;19;19;18.84;99;1;0;6;6;5;10;6;6;5;1;5;12.84;20.84;4;1;0;0;0;0;0;1;0;0;1;1;0;0;;Bonus & Cheating;94;24;1;11.93;19.34;2;17;27;1;0;0;1;0;1;0;0;0;0.0069444;0.1661976
4;1;23;0;6;5;1;11.5;11.5;10.25;75;4;5;0.2;0;0;5;1;0;0;;4;10.25;10.25;1;;5;4;1;2;5;1;3;1;0;0;0;0;;Bonus;100;25;1;10.25;;4;5.2;6;3;0;1;0;0;0;0;0;1;0.1093044;0.2010651
1;1;27;1;8;5;1;12;12;10.74;82;3;0;0;0;0;7;1;0;0;;5;10.74;10.74;3;;1;5;0;0;1;3;0;1;3;1;0;0;;Bonus;97;25;0;10.74;;3;0;8;2;0;1;0;0;0;0;1;0;0.1093044;0.2010651
5;1;26;1;12;5;1;12.5;12.5;12.28;104;2;0;0;0;0;10;2;1;1;;6;12.28;12.28;6;;1;6;0;1;4;4;0;1;5;0;0;0;;Bonus;101;25;0;12.28;;2;0;14;0;0;1;0;0;0;1;0;0;0.1093044;0.2010651
8;0;26;1;7;5;1;22;22;20.06;108;1;0;0;0;0;0;0;0;0;;5;12.56;20.56;5;;0;0;0;0;0;3;0;0;3;0;0;0;;Bonus;104;25;0;12.56;;1;0;0;0;0;1;0;0;1;0;0;0;0.1093044;0.2010651
23;0;23;1;2;5;2;10.5;10.5;10.03;79;4;5;4;3;0;4;3;3;3;;3;10.53;10.53;2;;5;5;2;2;2;5;3;1;5;5;3;0;;Bonus;119;26;1;10.53;;4;12;13;1;0;1;0;0;0;0;0;1;0.0973299;0.1930779
9;0;24;1;8;5;2;8.5;8.5;8.44;92;3;0;0;0;0;0;0;0;0;;6;11.44;11.44;5;;2;5;1;1;3;2;1;5;2;2;0;3;;Bonus;105;26;0;11.44;;3;0;0;1;0;1;0;0;0;0;1;0;0.0973299;0.1930779
2;0;25;0;4;5;2;8.5;8.5;8.21;103;2;0;0;0;0;5;0;0;0;;5;12.21;12.21;6;;0;0;0;0;3;1;5;0;5;0;0;4;;Bonus;98;26;0;12.21;;2;0;5;-1;0;1;0;0;0;1;0;0;0.0973299;0.1930779
6;0;28;1;4;5;2;16;16;15.91;113;1;0;3;4;4;10;3;4;4;;6;12.91;20.91;6;;0;3;0;0;0;6;0;0;6;0;0;5;;Bonus;102;26;1;12.91;;1;11;21;0;0;1;0;0;1;0;0;0;0.0973299;0.1930779
14;1;29;1;4;5;3;10.5;10.5;9.83;69;4;0;0;0;0;2;2;2;0;;2;9.83;9.83;1;;5;4;2;5;5;1;0;6;3;5;1;0;;Bonus;110;27;0;9.83;;4;0;6;1;0;1;0;0;0;0;0;1;0.1855583;0.2358247
16;1;19;1;2;5;3;11;11;10.74;82;3;0;0;0;0;11.13;6.5;5;4;;4;10.74;10.74;3;;5;3;3;1;6;1;0;2;4;5;0;0;;Bonus;112;27;0;10.74;;3;0;26.63;1;0;1;0;0;0;0;1;0;0.1855583;0.2358247
12;0;30;0;2;5;3;14;14;12.48;114;2;0;0;0;0;3;0;0;0;;4;12.98;12.98;4;;0;4;0;0;1;0;0;1;0;0;0;0;;Bonus;108;27;0;12.98;;2;0;3;0;0;1;0;0;0;1;0;0;0.1855583;0.2358247
22;0;21;0;6;5;3;23.5;23.5;22.24;132;1;0;0;0;0;4;2;0;0;;7;14.24;22.24;7;;0;5;3;0;0;4;0;0;6;0;0;0;;Bonus;118;27;0;14.24;;1;0;6;0;0;1;0;0;1;0;0;0;0.1855583;0.2358247
10;0;28;1;11;5;4;11.5;11.5;10.53;79;4;0;0;0;0;5;2;2;0;;5;10.53;10.53;1;;5;7;0;5;6;0;1;0;0;6;0;0;;Bonus;106;28;0;10.53;;4;0;9;4;0;1;0;0;0;0;0;1;0.0935374;0.1905963
11;0;25;0;;5;4;13;13;11.58;94;3;3;0;0;0;3;1;0;0;;5;11.58;11.58;2;;1;4;0;0;1;1;0;2;2;1;0;0;;Bonus;107;28;1;11.58;;3;3;4;3;0;1;0;0;0;0;1;0;0.0935374;0.1905963
21;0;24;1;6;5;4;14;14;12.56;108;2;8;0;0;0;8;2;0;0;;5;12.56;12.56;5;;4;5;0;1;0;2;3;1;2;0;0;0;;Bonus;117;28;1;12.56;;2;8;10;0;0;1;0;0;0;1;0;0;0.0935374;0.1905963
13;0;28;1;4;5;4;22;22;20.27;111;1;0;0;0;0;0;0;0;0;;5;12.77;20.77;5;;0;5;0;0;0;3;0;0;6;0;0;0;;Bonus;109;28;0;12.77;;1;0;0;0;0;1;0;0;1;0;0;0;0.0935374;0.1905963
15;0;25;1;7;5;5;10.5;10.5;10.38;84;4;5.5;2.3;2.7;0;4;3;3;2;;4;10.88;10.88;4;;0;2;0;0;0;2;0;0;2;0;0;0;;Bonus;111;29;1;10.88;;4;10.5;12;0;0;1;0;0;0;0;0;1;0.0933333;0.186609
19;1;23;0;8;5;5;10.5;10.5;9.79;107;3;0;0;0;0;4;0;0;0;;5;12.49;12.49;5;;1;0;0;0;1;2;0;0;2;0;0;2.7;;Bonus;115;29;0;12.49;;3;0;4;0;0;1;0;0;0;0;1;0;0.0933333;0.186609
7;0;19;1;4;5;5;11.5;11.5;10.54;112;2;10;0;0;0;5;0;0;0;;5;12.84;12.84;3;;5;0;0;5;2;2;3;2;2;0;0;2.3;;Bonus;103;29;1;12.84;;2;10;5;2;0;1;0;0;0;1;0;0;0.0933333;0.186609
3;0;26;0;2;5;5;18;18;16.04;122;1;0;0;0;0;3;1;1;0;;6;13.54;21.54;7;;0;2;0;0;0;5;0;0;6;0;0;5.5;;Bonus;99;29;0;13.54;;1;0;5;-1;0;1;0;0;1;0;0;0;0.0933333;0.186609
24;1;45;0;0;5;6;11.5;11.5;9.12;66;4;0;0;0;0;0;0;0;0;;2;9.62;9.62;2;;0;0;0;0;0;0;0;0;0;0;0;0;;Bonus;120;30;0;9.62;;4;0;0;0;0;1;0;0;0;0;0;1;0.1473296;0.2199727
20;1;35;0;23;5;6;11.5;11.5;10.6;80;3;0;0;0;0;3;2;1;0;;4;10.6;10.6;4;;1;1;0;0;2;1;0;1;3;0;0;0;;Bonus;116;30;0;10.6;;3;0;6;0;0;1;0;0;0;0;1;0;0.1473296;0.2199727
18;0;27;1;5;5;6;13.5;13.5;12.35;105;2;0;0;0;0;5;2;0;0;;6;12.35;12.35;5;;2;1;0;0;4;4;0;0;4;0;0;0;;Bonus;114;30;0;12.35;;2;0;7;1;0;1;0;0;0;1;0;0;0.1473296;0.2199727
17;0;22;1;6;5;6;23;23;20.77;111;1;0;0;0;0;0;0;0;0;;4;12.77;20.77;5;;0;0;0;0;0;5;0;0;5;0;0;0;;Bonus;113;30;0;12.77;;1;0;0;-1;0;1;0;0;1;0;0;0;0.1473296;0.2199727
14;0;25;1;12;6;1;11.5;11.5;10.22;81;4;0;0;0;0;0;0;0;0;1;3;11.72;11.72;1;1;2;4;0;0;2;0;3;3;1;0;0;0;;Bonus & Cheating;134;31;0;10.67;10.22;4;0;0;2;0;0;1;0;0;0;0;1;0.046875;0.162159
17;1;21;1;1;6;1;12.5;12.5;12.35;105;3;10;2;0;1;10;2;2;1;0;4;12.35;12.35;3;0.666667;3;0;1;2;6;0;0;1;0;1;1;0;;Bonus & Cheating;137;31;1;12.35;12.35;1;13;15;1;0;0;1;0;0;0;1;0;0.046875;0.162159
10;0;24;1;4;6;1;12;12;11.13;96;2;4;0;0;0;4;3;0;0;1;5;12.63;12.63;5;1;2;4;0;0;1;3;0;0;4;0;0;0;;Bonus & Cheating;130;31;1;11.72;11.13;3;4;7;0;0;0;1;0;0;1;0;0;0.046875;0.162159
23;0;20;1;2;6;1;19.5;19.5;18.98;102;1;0;0;0;0;0;0;0;0;1;5;12.98;20.98;5;1;0;4;0;0;0;4;0;0;2;0;0;0;;Bonus & Cheating;143;31;0;12.14;19.48;2;0;0;0;0;0;1;0;1;0;0;0;0.046875;0.162159
19;0;29;1;3;6;2;13;13;10.59;87;4;0;0;0;0;5;0;0;0;0;4;11.09;11.09;4;0;0;3;2;0;0;3;1;0;4;0;0;0;;Bonus & Cheating;139;32;0;11.09;11.09;4;0;5;0;0;0;1;0;0;0;0;1;0.0739774;0.1750338
6;1;34;0;6;6;2;12.5;12.5;10.78;89;3;0;0;0;0;2;0;0;0;1;2;12.28;12.28;2;0.666667;0;0;0;0;0;0;0;0;4;0;0;0;;Bonus & Cheating;126;32;0;11.23;10.78;3;0;2;0;0;0;1;0;0;0;1;0;0.0739774;0.1750338
5;0;22;1;5;6;2;11;11;10.92;93;2;10;0;0;0;10;4;3;3;1;5;12.42;12.42;4;1;0;5;4;0;2;6;0;0;6;0;0;0;;Bonus & Cheating;125;32;1;11.51;10.92;2;10;20;1;0;0;1;0;0;1;0;0;0.0739774;0.1750338
9;0;20;0;;6;2;21;21;19.48;114;1;0;0;0;0;0;0;0;0;1;5;12.98;20.98;5;1;0;5;0;0;0;2;0;0;4;0;0;0;;Bonus & Cheating;129;32;0;12.98;19.48;1;0;0;0;0;0;1;0;1;0;0;0;0.0739774;0.1750338
16;1;24;0;4;6;3;10;10;8.5;60;4;10;6;2;0;10;3;1;0;1;2;10.04;10.04;1;1;6;2;2;1;5;0;5;6;0;0;1;0.04;;Bonus & Cheating;136;33;1;9.2;8.54;4;18;14;1;0;0;1;0;0;0;0;1;0.1294766;0.2080138
12;0;25;1;5;6;3;10.5;10.5;10;97;3;10.5;3;0;0;6;3;1;1;0;5;11.79;11.79;5;0.666667;0;4;0;0;0;3;0;3;5;0;0;1.79;;Bonus & Cheating;132;33;1;11.79;11.79;3;13.5;11;0;0;0;1;0;0;0;1;0;0.1294766;0.2080138
15;1;19;0;2;6;3;9;9;8.5;100;2;3;0;2;1;4;3;2;2;1;5;12.91;12.91;6;1;0;1;0;0;2;1;0;0;1;0;0;2.91;;Bonus & Cheating;135;33;1;12;11.41;2;6;11;-1;0;0;1;0;0;1;0;0;0.1294766;0.2080138
22;0;25;1;2;6;3;20.5;20.5;19.33;106;1;0;2.91;1.79;0.04;10;3;2;1;1;3;13.33;21.33;3;1;0;5;0;0;0;5;0;0;5;0;0;0;;Bonus & Cheating;142;33;1;12.42;19.83;1;4.74;16;0;0;0;1;0;1;0;0;0;0.1294766;0.2080138
2;1;29;0;10;6;4;9.5;9.5;9.03;79;4;0;0;0;0;5;3;2;5;1;5;10.53;10.53;7;1;0;0;0;0;0;0;0;1;6;3;0;0;;Bonus & Cheating;122;34;0;10.53;9.03;4;0;15;-2;0;0;1;0;0;0;0;1;0.0973597;0.1839906
18;0;22;0;4;6;4;13;13;11.2;99;3;6;0;0;0;6;0;0;0;1;4;12.7;12.7;6;1;6;6;3;5;1;3;5;4;0;0;0;0;;Bonus & Cheating;138;34;1;11.93;11.2;3;6;6;-2;0;0;1;0;0;0;1;0;0.0973597;0.1839906
4;0;23;1;8;6;4;13;13;11.34;112;2;10;0;0;0;10;0;0;0;1;2;12.84;12.84;3;1;4;6;0;1;1;3;3;1;3;0;0;0;;Bonus & Cheating;124;34;1;12.84;11.34;2;10;10;-1;0;0;1;0;0;1;0;0;0.0973597;0.1839906
11;1;26;0;3;6;4;22;22;20.48;114;1;0;0;0;0;3;0;0;0;0;6;12.98;20.98;6;0.666667;0;5;0;0;0;5;0;0;5;0;2;0;;Bonus & Cheating;131;34;0;12.98;20.98;1;0;3;0;0;0;1;0;1;0;0;0;0.0973597;0.1839906
3;1;21;0;2;6;5;12;12;10.74;82;4;2;0;0;0;4;1;0;0;0;4;10.74;10.74;2;0.333333;2;4;0;1;3;3;1;4;0;5;0;0;;Bonus & Cheating;123;35;1;10.74;10.74;2;2;5;2;0;0;1;0;0;0;0;1;0.1187085;0.2165433
21;0;22;1;7;6;5;9.5;9.5;8.81;71;3;0;0;0;0;0;0;0;0;1;1;10.81;10.81;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;Bonus & Cheating;141;35;0;9.97;9.31;4;0;0;0;0;0;1;0;0;0;1;0;0.1187085;0.2165433
1;1;33;0;7;6;5;10.5;10.5;9.73;76;2;0;0;0;0;0;0;0;0;1;2;11.23;11.23;3;1;1;4;0;1;2;3;0;2;3;1;0;0;;Bonus & Cheating;121;35;0;10.32;9.73;3;0;0;-1;0;0;1;0;0;1;0;0;0.1187085;0.2165433
8;0;31;1;1;6;5;21.5;21.5;21.09;122;1;0;1;1;1;11;3;3;3;1;3;14.59;22.59;3;0.666667;0;7;0;0;0;0;0;0;4;0;0;0;;Bonus & Cheating;128;35;1;13.54;21.09;1;3;20;0;0;0;1;0;1;0;0;0;0.1187085;0.2165433
13;1;24;0;2;6;6;9.5;9.5;9.24;82;4;0;0;0;0;5;3;3;2;1;4;10.74;10.74;5;1;3;3;0;0;2;0;0;3;0;0;0;0;;Bonus & Cheating;133;36;0;10.74;9.24;4;0;13;-1;0;0;1;0;0;0;0;1;0.078481;0.1968921
24;0;20;1;2;6;6;12;12;11.65;95;3;7;0;0;0;8;4;3;2;0;6;11.65;11.65;3;0.333333;2;0;0;0;5;4;3;1;6;3;0;0;;Bonus & Cheating;144;36;1;11.65;11.65;3;7;17;3;0;0;1;0;0;0;1;0;0.078481;0.1968921
7;1;27;0;6;6;6;13;13;11.2;110;2;0;0;0;0;0;0;0;0;1;4;12.7;12.7;4;1;1;4;0;0;1;4;0;0;4;0;0;0;;Bonus & Cheating;127;36;0;12.7;11.2;1;0;0;0;0;0;1;0;0;1;0;0;0.078481;0.1968921
20;0;18;1;2;6;6;21.5;21.5;19.54;108;1;0;0;0;0;0;0;0;0;1;5;13.54;21.54;6;1;0;7;4;0;0;6;0;0;6;0;0;0;;Bonus & Cheating;140;36;0;12.56;20.04;2;0;0;-1;0;0;1;0;1;0;0;0;0.078481;0.1968921
5;0;24;1;8;7;1;11.5;11.5;9.79;97;4;11;0;0;0;10;0;0;0;1;4;11.79;11.79;1;1;6;6;0;6;1;1;4;0;0;0;0;0;;Bonus & Cheating;149;37;1;11.79;10.29;4;11;10;3;0;0;1;0;0;0;0;1;0.0663717;0.1721864
21;0;28;0;12;7;1;13.5;13.5;11.76;118;3;0;0;0;0;0;0;0;0;1;5;13.26;13.26;5;0.666667;0;2;0;0;0;2;0;0;2;0;0;0;;Bonus & Cheating;165;37;0;13.26;11.76;2;0;0;0;0;0;1;0;0;0;1;0;0.0663717;0.1721864
1;1;22;1;4;7;1;13.5;13.5;11.97;106;2;0;0;0;0;0;0;0;0;1;5;13.47;13.47;5;1;0;5;0;0;1;5;0;0;3;0;0;0;;Bonus & Cheating;145;37;0;12.42;11.97;3;0;0;0;0;0;1;0;0;1;0;0;0.0663717;0.1721864
4;0;22;1;4;7;1;13;13;11.17;131;1;0;0;0;0;0;0;0;0;0;5;14.17;22.17;5;0;0;2;0;0;0;1;0;0;1;0;0;11;;Bonus & Cheating;148;37;0;14.17;22.17;1;0;0;0;0;0;1;0;1;0;0;0;0.0663717;0.1721864
22;0;21;1;1;7;2;11.5;11.5;9.48;64;4;0;0;0;0;0;0;0;0;0;5;9.48;9.48;5;1;0;1;2;0;0;1;0;0;0;0;0;0;;Bonus & Cheating;166;38;0;9.48;9.48;4;0;0;0;0;0;1;0;0;0;0;1;0.1573034;0.2373512
16;1;19;1;1;7;2;12;12;10.46;78;3;0;0;0;0;2;0;0;0;0;5;10.46;10.46;3;0.666667;3;2;0;1;4;2;1;1;2;1;0;0;;Bonus & Cheating;160;38;0;10.46;10.46;3;0;2;2;0;0;1;0;0;0;1;0;0.1573034;0.2373512
